0.000000 1 1
10.000000 1 1
20.000000 1 1
30.000000 1 1
40.000000 1 1
50.000000 1 1
60.000000 1 1
70.000000 1 1
80.000000 1 1
90.000000 1 1
100.000000 1 1
110.000000 1 1
120.000000 1 1
130.000000 1 1
140.000000 1 1
150.000000 1 1
160.000000 1 1
170.000000 1 1
180.000000 1 1
190.000000 1 1
200.000000 1 1
210.000000 1 1
220.000000 1 1
230.000000 1 1
240.000000 1 1
250.000000 1 1
260.000000 1 1
270.000000 1 1
280.000000 1 1
290.000000 1 1
300.000000 1 1
310.000000 1 1
320.000000 1 1
330.000000 1 1
340.000000 1 1
350.000000 1 1
360.000000 1 1
370.000000 1 1
380.000000 1 1
390.000000 1 1
400.000000 1 1
410.000000 1 1
420.000000 1 1
430.000000 1 1
440.000000 1 1
450.000000 1 1
460.000000 1 1
470.000000 1 1
480.000000 1 1
490.000000 1 1
500.000000 1 1
510.000000 1 1
520.000000 1 1
530.000000 1 1
540.000000 1 1
550.000000 1 1
560.000000 1 1
570.000000 1 1
580.000000 1 1
590.000000 1 1
600.000000 1 1
610.000000 1 1
620.000000 1 1
630.000000 1 1
640.000000 1 1
650.000000 1 1
660.000000 1 1
670.000000 1 1
680.000000 1 1
690.000000 1 1
700.000000 1 1
710.000000 1 1
720.000000 1 1
730.000000 1 1
740.000000 1 1
750.000000 1 1
760.000000 1 1
770.000000 1 1
780.000000 1 1
790.000000 1 1
800.000000 1 1
810.000000 1 1
820.000000 1 1
830.000000 1 1
840.000000 1 1
850.000000 1 1
860.000000 1 1
870.000000 1 1
880.000000 1 1
890.000000 1 1
900.000000 1 1
910.000000 1 1
920.000000 1 1
930.000000 1 1
940.000000 1 1
950.000000 1 1
960.000000 1 1
970.000000 1 1
980.000000 1 1
990.000000 1 1
1000.000000 1 1
1010.000000 1 1
1020.000000 1 1
1030.000000 1 1
1040.000000 1 1
1050.000000 1 1
1060.000000 1 1
1070.000000 1 1
1080.000000 1 1
1090.000000 1 1
1100.000000 1 1
1110.000000 1 1
1120.000000 1 1
1130.000000 1 1
1140.000000 1 1
1150.000000 1 1
1160.000000 1 1
1170.000000 1 1
1180.000000 1 1
1190.000000 1 1
1200.000000 1 1
1210.000000 1 1
1220.000000 1 1
1230.000000 1 1
1240.000000 1 1
1250.000000 1 1
1260.000000 1 1
1270.000000 1 1
1280.000000 1 1
1290.000000 1 1
1300.000000 1 1
1310.000000 1 1
1320.000000 1 1
1330.000000 1 1
1340.000000 1 1
1350.000000 1 1
1360.000000 1 1
1370.000000 1 1
1380.000000 1 1
1390.000000 1 1
1400.000000 1 1
1410.000000 1 1
1420.000000 1 1
1430.000000 1 1
1440.000000 1 1
1450.000000 1 1
1460.000000 1 1
1470.000000 1 1
1480.000000 1 1
1490.000000 1 1
1500.000000 1 1
1510.000000 1 1
1520.000000 1 1
1530.000000 1 1
1540.000000 1 1
1550.000000 1 1
1560.000000 1 1
1570.000000 1 1
1580.000000 1 1
1590.000000 1 1
1600.000000 1 1
1610.000000 1 1
1620.000000 1 1
1630.000000 1 1
1640.000000 1 1
1650.000000 1 1
1660.000000 1 1
1670.000000 1 1
1680.000000 1 1
1690.000000 1 1
1700.000000 1 1
1710.000000 1 1
1720.000000 1 1
1730.000000 1 1
1740.000000 1 1
1750.000000 1 1
1760.000000 1 1
1770.000000 1 1
1780.000000 1 1
1790.000000 1 1
1800.000000 1 1
1810.000000 1 1
1820.000000 1 1
1830.000000 1 1
1840.000000 1 1
1850.000000 1 1
1860.000000 1 1
1870.000000 1 1
1880.000000 1 1
1890.000000 1 1
1900.000000 1 1
1910.000000 1 1
1920.000000 1 1
1930.000000 1 1
1940.000000 1 1
1950.000000 1 1
1960.000000 1 1
1970.000000 1 1
1980.000000 1 1
1990.000000 1 1
2000.000000 1 1
2010.000000 1 1
2020.000000 1 1
2030.000000 1 1
2040.000000 1 1
2050.000000 1 1
2060.000000 1 1
2070.000000 1 1
2080.000000 1 1
2090.000000 1 1
2100.000000 1 1
2110.000000 1 1
2120.000000 1 1
2130.000000 1 1
2140.000000 1 1
2150.000000 1 1
2160.000000 1 1
2170.000000 1 1
2180.000000 1 1
2190.000000 1 1
2200.000000 1 1
2210.000000 1 1
2220.000000 1 1
2230.000000 1 1
2240.000000 1 1
2250.000000 1 1
2260.000000 1 1
2270.000000 1 1
2280.000000 1 1
2290.000000 1 1
2300.000000 1 1
2310.000000 1 1
2320.000000 1 1
2330.000000 1 1
2340.000000 1 1
2350.000000 1 1
2360.000000 1 1
2370.000000 1 1
2380.000000 1 1
2390.000000 1 1
2400.000000 1 1
2410.000000 1 1
2420.000000 1 1
2430.000000 1 1
2440.000000 1 1
2450.000000 1 1
2460.000000 1 1
2470.000000 1 1
2480.000000 1 1
2490.000000 1 1
